#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
747044	23385	84675	116961	124194	RP11-517F10.1	-	NCSTN	TRIM55	ATAG1874	MURF-2|RNF29|muRF2	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.953	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9BYV6	-	NP_908975|NP_908974|NP_908973|NP_149047	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747076	23385	27341	116961	118153	RP11-517F10.1	CTA-126B4.5	NCSTN	RRP7A	ATAG1874	BK126B4.3|CGI-96	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.949	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q9Y3A4	-	NP_056518	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747203	23385	11168	116961	116339	RP11-517F10.1	-	NCSTN	PSIP1	ATAG1874	DFS70|LEDGF|PAIP|PSIP2|p52|p75	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.937	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O75475	-	NP_150091|NP_066967|NP_001304827|NP_001304829|NP_001121689	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747263	23385	4926	116961	110980	RP11-517F10.1	-	NCSTN	NUMA1	ATAG1874	NMP-22|NUMA	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.932	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q14980	A0A024R5M9|Q4LE64|Q3SYK8	NP_006176|NP_001273490	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747283	23385	10528	116961	115783	RP11-517F10.1	RP4-686C3.1	NCSTN	NOP56	ATAG1874	NOL5A|SCA36	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.932	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O00567	-	NP_006383	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747284	23385	7150	116961	113003	RP11-517F10.1	RP3-511B24.1	NCSTN	TOP1	ATAG1874	TOPI	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.932	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P11387	-	NP_003277	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747374	23385	26227	116961	117618	RP11-517F10.1	RP4-683H9.1	NCSTN	PHGDH	ATAG1874	3-PGDH|3PGDH|HEL-S-113|NLS|NLS1|PDG|PGAD|PGD|PGDH|PHGDHD|SERA	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.926	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O43175	-	NP_006614	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747664	23385	6836	116961	112703	RP11-517F10.1	RP11-244N20.4	NCSTN	SURF4	ATAG1874	ERV29	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.908	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O15260	B7Z1G8	NP_001267719|NP_001267718|NP_001267722|NP_001267720|NP_001267721|NP_001267717|NP_149351	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747698	23385	1104	116961	107529	RP11-517F10.1	RP4-669K10.2	NCSTN	RCC1	ATAG1874	CHC1|RCC1-I|SNHG3-RCC1	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.907	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	P18754	Q5T081	NP_001041664|NP_001041659|NP_001368795|NP_001368794|NP_001260|NP_001041660	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747699	23385	7155	116961	113008	RP11-517F10.1	-	NCSTN	TOP2B	ATAG1874	TOPIIB|top2beta	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.907	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q02880	Q59H80	NP_001059|NP_001317629	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747710	23385	55660	116961	120792	RP11-517F10.1	HSPC225	NCSTN	PRPF40A	ATAG1874	FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.906	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	O75400	Q05C41	NP_001352534|NP_001352526|NP_001352525|NP_001352530|NP_060362|NP_001352532|NP_001352533|NP_001341361|NP_001341360|NP_001352529|NP_001352528|NP_001352527|NP_001352531	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747712	23385	6601	116961	112485	RP11-517F10.1	-	NCSTN	SMARCC2	ATAG1874	BAF170|CRACC2|Rsc8	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.906	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q8TAQ2	F8VXC8|A0A024RB22	NP_001317217|NP_001123892|NP_003066|NP_620706	-	-	-	-	-	-	Homo sapiens	Homo sapiens
747714	23385	6426	116961	112324	RP11-517F10.1	OK/SW-cl.3	NCSTN	SRSF1	ATAG1874	ASF|SF2|SF2p33|SFRS1|SRp30a	Co-fractionation	physical	Havugimana PC (2012)	PUBMED:22939629	9606	9606	High Throughput	0.906	-	Denoised score >= 0.75	-	BIOGRID	Q92542	B4DR82	NP_001277115|NP_056146|NP_001277113	Q07955	Q59FA2	NP_001071634|NP_008855	-	-	-	-	-	-	Homo sapiens	Homo sapiens
